run_id,ts,trace,model_profile,device,window_accesses,k_deltas,n_train,n_calib,n_test,embargo_dropped,num_leaves,test_positive_rate,features_run,loss,threshold_rule,pos_lo,pos_hi,kappa_median,p_star_median,positive_rate,n,drop_rate,err_rate,fn_rate,fp_rate,cost_ms,cost_ms_fn,cost_ms_fp,cost_us_per_decision
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,0.5,65536,131072,59.4,0.0166,0.0,19986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,0,4096,11.93,0.0774,0.1569,194718,0.8428,0.0011,0.0004,0.0007,313.36,274.56,38.8,1.609
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,4096,8192,14.41,0.0649,0.0,126031,0.9989,0.0011,0.0,0.0011,41.49,0.0,41.49,0.329
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,8192,16384,17.8,0.0532,0.0,151688,0.9993,0.0007,0.0,0.0007,33.13,0.0,33.13,0.218
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,16384,32768,24.16,0.0397,0.0,118092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,32768,65536,37.31,0.0261,0.0,67704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,65536,131072,59.4,0.0166,0.0,19986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,0,4096,11.93,0.0774,0.1569,194718,0.8434,0.0004,0.0004,0.0,276.95,274.56,2.39,1.422
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,4096,8192,14.41,0.0649,0.0,126031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,8192,16384,17.8,0.0532,0.0,151688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,16384,32768,24.16,0.0397,0.0,118092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,32768,65536,37.31,0.0261,0.0,67704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,65536,131072,59.4,0.0166,0.0,19986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,0,4096,11.93,0.0774,0.1569,194718,0.8431,0.0008,0.0004,0.0004,295.75,274.56,21.19,1.519
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,4096,8192,14.41,0.0649,0.0,126031,0.9995,0.0005,0.0,0.0005,17.61,0.0,17.61,0.14
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,8192,16384,17.8,0.0532,0.0,151688,0.9999,0.0001,0.0,0.0001,4.78,0.0,4.78,0.031
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,16384,32768,24.16,0.0397,0.0,118092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,32768,65536,37.31,0.0261,0.0,67704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132613-m5p-train-conversation-qwen-awq,2026-09-05T13:26:13.917779+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,7,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,65536,131072,59.4,0.0166,0.0,19986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,0,4096,11.98,0.077,0.6089,407920,0.3887,0.0027,0.0002,0.0025,577.9,268.36,309.54,1.417
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,4096,8192,14.21,0.0657,0.3982,231913,0.6018,0.0004,0.0002,0.0002,246.33,234.99,11.34,1.062
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,8192,16384,17.76,0.0533,0.0,136556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,16384,32768,24.12,0.0398,0.0,103773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,32768,65536,37.19,0.0262,0.0,57231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,65536,131072,59.0,0.0167,0.0,13501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,0,4096,11.98,0.077,0.6089,407920,0.3887,0.0027,0.0002,0.0025,577.9,268.36,309.54,1.417
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,4096,8192,14.21,0.0657,0.3982,231913,0.6018,0.0004,0.0002,0.0002,246.33,234.99,11.34,1.062
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,8192,16384,17.76,0.0533,0.0,136556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,16384,32768,24.12,0.0398,0.0,103773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,32768,65536,37.19,0.0262,0.0,57231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,65536,131072,59.0,0.0167,0.0,13501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,0,4096,11.98,0.077,0.6089,407920,0.3887,0.0027,0.0002,0.0025,577.9,268.36,309.54,1.417
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,4096,8192,14.21,0.0657,0.3982,231913,0.6018,0.0004,0.0002,0.0002,246.33,234.99,11.34,1.062
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,8192,16384,17.76,0.0533,0.0,136556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,16384,32768,24.12,0.0398,0.0,103773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,32768,65536,37.19,0.0262,0.0,57231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,65536,131072,59.0,0.0167,0.0,13501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,0,4096,11.98,0.077,0.6089,407920,0.3887,0.0027,0.0002,0.0025,577.9,268.36,309.54,1.417
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,4096,8192,14.21,0.0657,0.3982,231913,0.6018,0.0004,0.0002,0.0002,246.33,234.99,11.34,1.062
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,8192,16384,17.76,0.0533,0.0,136556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,16384,32768,24.12,0.0398,0.0,103773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,32768,65536,37.19,0.0262,0.0,57231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132622-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:23.124149+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-131229-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,65536,131072,59.0,0.0167,0.0,13501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,0.5,0,4096,11.93,0.0774,0.1569,194718,0.8435,0.0004,0.0004,0.0,274.56,274.56,0.0,1.41
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,0.5,4096,8192,14.41,0.0649,0.0,126031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,0.5,8192,16384,17.8,0.0532,0.0,151688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,0.5,16384,32768,24.16,0.0397,0.0,118092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,0.5,32768,65536,37.31,0.0261,0.0,67704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,0.5,65536,131072,59.4,0.0166,0.0,19986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,0,4096,11.93,0.0774,0.1569,194718,0.8435,0.0004,0.0004,0.0,274.56,274.56,0.0,1.41
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,4096,8192,14.41,0.0649,0.0,126031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,8192,16384,17.8,0.0532,0.0,151688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,16384,32768,24.16,0.0397,0.0,118092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,32768,65536,37.31,0.0261,0.0,67704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,sym_l2,p_star,65536,131072,59.4,0.0166,0.0,19986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,0,4096,11.93,0.0774,0.1569,194718,0.8435,0.0004,0.0004,0.0,274.56,274.56,0.0,1.41
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,4096,8192,14.41,0.0649,0.0,126031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,8192,16384,17.8,0.0532,0.0,151688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,16384,32768,24.16,0.0397,0.0,118092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,32768,65536,37.31,0.0261,0.0,67704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,0.5,65536,131072,59.4,0.0166,0.0,19986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,0,4096,11.93,0.0774,0.1569,194718,0.8435,0.0004,0.0004,0.0,274.56,274.56,0.0,1.41
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,4096,8192,14.41,0.0649,0.0,126031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,8192,16384,17.8,0.0532,0.0,151688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,16384,32768,24.16,0.0397,0.0,118092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,32768,65536,37.31,0.0261,0.0,67704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132644-m5p-train-conversation-qwen-awq,2026-09-05T13:26:45.373453+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,2,0.0451,20260905-131229-m5p-feat-conversation-qwen-awq,cost_l2,p_star,65536,131072,59.4,0.0166,0.0,19986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,0,4096,11.98,0.077,0.7127,389945,0.359,0.1041,0.0879,0.0162,126255.44,124369.86,1885.58,323.778
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,4096,8192,14.21,0.0657,0.5227,221660,0.5639,0.128,0.1074,0.0207,103876.6,102507.71,1368.89,468.63
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,8192,16384,17.76,0.0533,0.2299,130291,0.9266,0.2408,0.1986,0.0422,140018.64,138379.02,1639.62,1074.661
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,16384,32768,24.1,0.0398,0.2194,97357,0.9437,0.2463,0.2047,0.0416,146863.91,145655.31,1208.6,1508.509
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,32768,65536,37.15,0.0262,0.1909,54075,0.9359,0.2401,0.1835,0.0567,113308.93,112394.35,914.58,2095.403
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,0.5,65536,131072,60.04,0.0164,0.1449,13893,0.9697,0.1752,0.1449,0.0303,36883.58,36757.92,125.67,2654.832
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,0,4096,11.98,0.077,0.7127,389945,0.0169,0.2724,0.001,0.2714,33028.89,1439.74,31589.15,84.701
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,4096,8192,14.21,0.0657,0.5227,221660,0.086,0.3992,0.004,0.3953,29993.1,3840.99,26152.11,135.311
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,8192,16384,17.76,0.0533,0.2299,130291,0.0017,0.7687,0.0001,0.7685,29979.25,89.71,29889.54,230.095
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,16384,32768,24.1,0.0398,0.2194,97357,0.0,0.7806,0.0,0.7806,22683.63,0.0,22683.63,232.994
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,32768,65536,37.15,0.0262,0.1909,54075,0.0,0.8091,0.0,0.8091,13059.64,0.0,13059.64,241.51
